user_id,post_interval_std,likes_per_hour,comments_per_hour,repost_ratio,follower_following_ratio,account_age_days,profile_completeness,unique_word_ratio,avg_sentiment_score,burst_flag,network_overlap_score,night_activity_ratio,hashtag_reuse_rate,avg_response_time_sec,is_bot
2711,7.74,171,71,0.993,0.107,25,0.24,0.29,0.053,1,0.899,0.488,0.626,6.2,1
2712,943.74,13,11,0.069,2.055,2359,0.66,0.79,-0.367,1,0.053,0.19,0.292,60367.64,0
2713,774.8,17,8,0.391,3.971,930,0.6,0.88,-0.176,0,0.387,0.134,0.371,25881.11,0
2714,1687.52,2,5,0.281,3.961,2443,0.61,0.91,0.962,0,0.25,0.096,0.008,16619.83,0
2715,765.81,3,7,0.371,3.739,1742,0.98,0.62,-0.076,0,0.025,0.103,0.377,60528.02,0
2716,15.7,147,93,0.805,0.141,60,0.39,0.28,-0.036,0,0.898,0.589,0.789,6.67,1
2717,11.45,87,78,0.781,0.164,88,0.38,0.12,-0.046,1,0.708,0.746,0.701,4.21,1
2718,17.27,98,113,0.829,0.221,12,0.34,0.17,0.032,1,0.691,0.781,0.705,4.06,1
2719,1639.0,13,11,0.391,1.796,3645,0.67,0.71,0.408,0,0.197,0.244,0.343,51070.77,0
2720,8.56,137,59,0.981,0.236,96,0.15,0.16,0.006,0,0.601,0.859,0.722,2.99,1
2721,21.49,152,105,0.805,0.252,4,0.37,0.27,-0.052,1,0.626,0.882,0.74,8.49,1
2722,350.04,7,12,0.04,4.823,970,0.84,0.87,-0.605,0,0.004,0.125,0.14,80599.14,0
2723,3.54,143,120,0.831,0.255,18,0.13,0.18,0.023,1,0.738,0.727,0.74,6.55,1
2724,20.7,107,102,0.745,0.171,79,0.13,0.16,0.033,1,0.714,0.63,0.677,2.89,1
2725,17.6,190,109,0.71,0.248,169,0.23,0.13,-0.069,1,0.99,0.517,0.909,1.79,1
2726,1874.18,22,16,0.197,4.258,851,0.82,0.89,0.383,0,0.012,0.289,0.106,35792.85,0
2727,519.51,25,4,0.04,4.52,1584,0.59,0.58,0.311,0,0.359,0.071,0.173,83912.71,0
2728,19.7,157,88,0.743,0.3,118,0.25,0.11,0.01,1,0.999,0.615,0.728,9.16,1
2729,21.38,90,141,0.969,0.133,48,0.35,0.26,0.007,0,0.861,0.433,0.64,3.98,1
2730,1739.3,35,19,0.317,3.449,1749,0.83,0.72,-0.635,0,0.125,0.016,0.193,71014.34,0
2731,1216.85,31,14,0.018,2.046,2802,0.63,0.95,-0.26,0,0.013,0.07,0.138,58043.7,0
2732,24.79,187,113,0.948,0.259,162,0.24,0.29,0.028,1,0.81,0.433,0.989,4.24,1
2733,837.31,9,15,0.228,4.263,3293,0.89,0.62,-0.425,0,0.061,0.13,0.032,36937.2,0
2734,1458.08,29,9,0.025,3.656,3597,0.51,0.81,0.84,0,0.236,0.219,0.028,2012.62,0
2735,1859.83,2,3,0.033,4.465,2116,0.68,0.91,0.698,0,0.253,0.052,0.179,75975.91,0
2736,1694.54,3,16,0.133,3.251,943,0.9,0.95,0.78,0,0.21,0.24,0.123,65499.77,0
2737,1987.41,26,5,0.22,3.626,2332,0.75,0.98,0.633,0,0.314,0.152,0.101,31430.06,0
2738,23.06,92,100,0.901,0.14,36,0.13,0.19,0.032,1,0.677,0.809,0.745,2.75,1
2739,706.4,18,2,0.14,0.914,653,0.93,0.74,-0.039,0,0.067,0.067,0.227,51155.42,0
2740,938.98,39,9,0.014,3.277,1854,0.58,0.86,-0.234,0,0.326,0.147,0.227,13351.99,0
2741,1766.03,35,5,0.335,4.369,1918,0.66,0.91,-0.729,1,0.39,0.29,0.059,47513.11,0
2742,1418.69,9,1,0.326,0.756,2362,0.75,0.76,0.542,0,0.237,0.1,0.05,59007.11,0
2743,23.25,178,68,0.797,0.1,50,0.11,0.18,0.071,1,0.807,0.686,0.652,8.57,1
2744,6.74,116,62,0.75,0.235,106,0.33,0.12,0.031,0,0.933,0.487,0.806,3.35,1
2745,20.42,101,122,0.875,0.254,37,0.27,0.14,0.028,0,0.854,0.804,0.741,1.64,1
2746,20.49,114,62,0.891,0.155,82,0.22,0.17,-0.047,0,0.673,0.637,0.71,8.87,1
2747,1720.95,11,4,0.169,3.898,2206,0.6,0.84,0.49,0,0.218,0.004,0.371,45324.79,0
2748,13.07,161,113,0.838,0.105,29,0.15,0.14,-0.084,1,0.939,0.41,0.626,5.12,1
2749,1280.4,19,0,0.211,2.794,757,0.82,0.93,-0.19,0,0.267,0.231,0.264,6971.93,0
2750,215.07,37,5,0.373,4.066,2166,0.96,0.58,0.145,0,0.008,0.025,0.284,15805.52,0
2751,4.19,94,103,0.929,0.237,159,0.19,0.29,-0.076,1,0.874,0.666,0.613,5.28,1
2752,1949.83,14,11,0.076,2.205,2777,0.9,0.92,-0.856,0,0.203,0.095,0.313,9966.08,0
2753,24.58,88,73,0.997,0.098,110,0.37,0.16,0.064,0,0.601,0.78,0.905,8.1,1
2754,954.75,4,16,0.343,4.515,3570,0.52,0.86,-0.746,0,0.379,0.232,0.166,20745.0,0
2755,1.17,199,58,0.959,0.183,56,0.34,0.22,0.034,1,0.83,0.546,0.761,7.88,1
2756,15.77,132,147,0.796,0.133,112,0.37,0.14,0.02,1,0.679,0.62,0.87,3.87,1
2757,1700.82,30,1,0.086,4.865,3491,0.67,0.91,-0.784,0,0.191,0.21,0.213,11656.01,0
2758,1416.81,16,18,0.216,4.749,2175,0.85,0.77,-0.254,1,0.317,0.023,0.28,46575.64,0
2759,13.98,142,74,0.789,0.063,86,0.32,0.26,-0.018,1,0.982,0.858,0.693,8.03,1
2760,352.13,34,19,0.281,2.302,2468,0.92,0.94,0.572,0,0.225,0.079,0.257,38010.03,0
2761,1568.59,1,1,0.072,1.0,1600,0.97,0.6,-0.0,1,0.273,0.264,0.012,75327.58,0
2762,816.01,34,11,0.381,4.334,1092,0.88,0.59,0.871,0,0.19,0.126,0.112,77338.12,0
2763,3.85,98,117,0.917,0.178,167,0.33,0.15,0.029,1,0.76,0.583,0.737,6.55,1
2764,264.18,26,12,0.145,4.045,3322,0.75,0.65,-0.404,0,0.154,0.038,0.155,72045.44,0
2765,1315.48,15,19,0.067,4.918,1600,0.93,0.86,0.409,0,0.333,0.174,0.179,74780.55,0
2766,1585.51,21,6,0.067,3.804,2332,0.58,0.61,0.656,0,0.253,0.222,0.089,21939.23,0
2767,1618.72,7,1,0.143,4.995,1649,0.62,0.81,0.604,0,0.248,0.011,0.211,22248.65,0
2768,9.44,195,57,0.703,0.027,68,0.18,0.27,0.053,1,0.894,0.452,0.916,5.79,1
2769,859.09,33,7,0.249,3.008,2485,0.93,0.81,-0.481,0,0.06,0.177,0.235,75191.66,0
2770,5.69,159,80,0.926,0.292,127,0.39,0.24,-0.084,1,0.859,0.575,0.709,6.2,1
2771,1545.57,2,16,0.168,2.386,1261,0.92,0.72,-0.598,0,0.208,0.123,0.362,64768.2,0
2772,1887.58,34,2,0.397,4.342,3419,0.66,0.57,0.594,0,0.085,0.229,0.233,9516.4,0
2773,1025.73,37,11,0.343,4.455,1788,0.77,0.56,0.702,1,0.178,0.008,0.012,30378.23,0
2774,24.41,185,56,0.895,0.287,169,0.15,0.15,0.005,0,0.947,0.549,0.665,7.08,1
2775,13.33,181,139,0.876,0.059,74,0.33,0.2,0.008,1,0.939,0.857,0.926,1.98,1
2776,1963.93,38,10,0.22,3.745,212,0.51,0.88,0.971,0,0.11,0.28,0.241,15066.85,0
2777,1889.89,28,8,0.031,0.8,2665,0.92,0.85,-0.445,0,0.226,0.059,0.152,54341.2,0
2778,10.63,92,74,0.723,0.175,122,0.4,0.21,0.065,1,0.941,0.487,0.689,5.39,1
2779,221.04,22,2,0.246,1.529,486,0.85,0.95,-0.629,0,0.153,0.123,0.258,7449.93,0
2780,1462.15,36,16,0.371,2.069,271,0.86,0.73,0.06,0,0.293,0.029,0.09,83200.52,0
2781,1604.09,25,3,0.0,0.762,1350,0.63,0.92,-0.788,0,0.025,0.01,0.357,66590.17,0
2782,1318.18,34,18,0.013,4.408,3592,0.66,0.86,-0.12,1,0.096,0.046,0.135,73615.05,0
2783,556.58,24,18,0.283,4.99,1179,0.93,0.52,0.987,0,0.349,0.272,0.206,4471.09,0
2784,1596.97,2,12,0.204,3.688,1652,0.61,0.75,-0.658,0,0.147,0.097,0.185,46907.0,0
2785,1354.34,17,7,0.223,0.789,361,0.75,0.94,-0.915,0,0.277,0.248,0.323,67842.78,0
2786,27.5,138,124,0.728,0.107,95,0.15,0.26,0.087,1,0.966,0.673,0.742,1.07,1
2787,432.69,14,1,0.352,3.676,1966,0.89,0.57,-0.167,0,0.108,0.094,0.267,16266.1,0
2788,249.37,6,16,0.365,4.579,2584,0.93,0.67,-0.407,0,0.381,0.15,0.201,79789.48,0
2789,667.95,7,4,0.003,1.952,785,0.73,0.57,0.419,0,0.217,0.181,0.335,7119.1,0
2790,1195.22,16,1,0.346,4.923,363,0.95,0.68,0.657,0,0.341,0.032,0.129,44390.82,0
2791,798.84,13,1,0.306,4.704,1983,0.74,0.56,-0.633,0,0.347,0.253,0.386,41734.64,0
2792,1053.62,34,7,0.303,1.045,3644,0.71,0.57,-0.977,0,0.259,0.149,0.021,20131.06,0
2793,241.34,37,14,0.208,0.555,1459,0.76,0.6,-0.077,0,0.217,0.029,0.254,13473.57,0
2794,2.6,161,71,0.823,0.147,33,0.19,0.15,-0.029,0,0.878,0.708,0.793,4.51,1
2795,725.69,29,6,0.106,2.029,830,0.76,0.66,0.07,0,0.071,0.166,0.019,3217.91,0
2796,462.18,20,15,0.112,2.151,1213,0.88,0.84,-0.168,0,0.216,0.266,0.351,38525.76,0
2797,257.6,5,6,0.035,2.83,316,0.9,0.98,0.099,0,0.368,0.24,0.305,68194.09,0
2798,23.42,166,79,0.821,0.224,41,0.14,0.24,0.081,1,0.795,0.864,0.808,5.39,1
2799,1651.78,36,14,0.097,0.669,1185,0.79,0.98,-0.806,0,0.15,0.035,0.12,59835.36,0
2800,468.11,19,9,0.114,1.426,3122,0.52,0.74,0.634,0,0.027,0.233,0.377,73608.21,0
2801,1246.54,10,6,0.222,4.16,755,0.82,0.75,-0.882,0,0.009,0.054,0.155,47659.96,0
2802,866.95,37,9,0.237,1.021,3094,0.78,0.54,0.322,0,0.308,0.027,0.119,56190.55,0
2803,7.92,140,145,0.704,0.265,162,0.19,0.22,-0.028,0,0.639,0.545,0.864,1.89,1
2804,13.63,128,107,0.887,0.249,129,0.37,0.15,-0.072,0,0.88,0.403,0.789,2.07,1
2805,21.1,94,104,0.861,0.181,161,0.23,0.28,0.073,1,0.752,0.866,0.886,9.35,1
2806,1844.77,21,3,0.024,4.94,3562,0.65,0.95,-0.984,0,0.161,0.271,0.189,36144.83,0
2807,0.76,162,77,0.766,0.159,55,0.16,0.11,-0.035,0,0.884,0.667,0.658,1.08,1
2808,20.89,137,105,0.702,0.199,178,0.31,0.25,-0.049,1,0.784,0.505,0.946,4.76,1
2809,1556.91,3,14,0.16,3.732,1622,0.99,0.76,0.117,0,0.142,0.296,0.016,35466.85,0
2810,880.28,21,7,0.204,1.566,3245,0.82,0.71,-0.95,1,0.028,0.183,0.041,24593.31,0
2811,3.47,149,110,0.766,0.278,70,0.25,0.11,0.043,1,0.988,0.679,0.735,5.67,1
2812,1995.56,24,8,0.08,3.012,305,0.65,0.54,0.105,0,0.291,0.177,0.139,60986.1,0
2813,1243.79,29,1,0.004,3.478,2065,0.56,0.77,0.797,0,0.393,0.288,0.314,70323.49,0
2814,1842.96,7,11,0.182,2.451,3075,0.57,0.6,0.061,0,0.242,0.087,0.124,83585.19,0
2815,619.53,6,14,0.206,3.218,1975,0.75,0.98,0.155,0,0.097,0.059,0.263,73304.41,0
2816,6.63,164,129,0.864,0.052,18,0.23,0.11,0.002,1,0.907,0.73,0.778,3.02,1
2817,1166.75,1,0,0.065,2.974,2926,0.68,0.55,0.317,0,0.193,0.082,0.189,1637.91,0
2818,591.33,19,13,0.167,0.506,2195,0.98,0.95,-0.698,0,0.16,0.157,0.206,11638.82,0
2819,687.08,16,13,0.057,2.075,669,0.72,0.57,0.881,0,0.075,0.104,0.343,68152.36,0
2820,3.43,143,90,0.876,0.061,25,0.15,0.14,0.083,1,0.625,0.699,0.841,1.58,1
2821,9.47,187,87,0.901,0.222,174,0.11,0.24,0.028,1,0.987,0.589,0.836,2.27,1
2822,617.8,29,6,0.344,4.865,1088,0.9,0.78,-0.624,0,0.369,0.185,0.289,29093.02,0
2823,1943.76,18,18,0.077,4.914,196,0.92,0.65,0.778,0,0.219,0.281,0.342,30803.37,0
2824,25.85,167,112,0.822,0.129,10,0.17,0.11,-0.046,1,0.776,0.709,0.96,3.97,1
2825,25.97,195,101,0.838,0.169,23,0.34,0.29,0.059,1,0.929,0.654,0.711,3.73,1
2826,1742.1,18,16,0.005,1.299,1743,0.71,0.57,0.06,0,0.39,0.158,0.052,70056.37,0
2827,1621.58,2,10,0.031,4.568,2167,0.85,0.69,-0.973,0,0.094,0.104,0.203,60700.19,0
2828,6.19,179,52,0.873,0.224,106,0.38,0.29,0.021,1,0.897,0.564,0.797,9.25,1
2829,27.27,91,77,0.931,0.272,40,0.26,0.22,-0.027,1,0.809,0.458,0.652,5.83,1
2830,1103.25,4,12,0.064,1.596,2573,0.97,0.93,-0.458,0,0.36,0.207,0.095,61696.56,0
2831,1429.21,12,13,0.125,0.851,2500,0.88,0.86,0.901,1,0.223,0.294,0.06,678.08,0
2832,18.28,128,99,0.897,0.27,144,0.36,0.21,-0.016,1,0.881,0.748,0.743,4.47,1
2833,555.79,12,3,0.147,4.692,2092,0.93,0.79,0.733,0,0.381,0.019,0.011,15172.09,0
2834,1094.17,18,9,0.36,1.391,1479,0.81,0.79,0.596,0,0.37,0.235,0.053,22980.96,0
2835,1451.43,24,9,0.365,2.516,1251,0.95,0.8,-0.088,0,0.366,0.204,0.084,70863.61,0
2836,798.86,4,9,0.289,2.054,978,0.7,0.61,0.785,1,0.155,0.041,0.144,11175.41,0
2837,802.59,14,3,0.038,4.848,1279,1.0,0.57,0.696,0,0.096,0.149,0.265,59674.58,0
2838,1546.66,39,7,0.374,2.29,3426,0.84,0.62,0.823,0,0.147,0.125,0.276,12230.84,0
2839,24.95,186,88,0.917,0.234,18,0.18,0.18,0.062,0,0.86,0.734,0.919,9.39,1
2840,1165.04,1,16,0.178,3.345,729,0.79,0.65,0.895,0,0.087,0.166,0.3,1116.25,0
2841,27.95,92,64,0.853,0.276,46,0.21,0.18,-0.079,1,0.716,0.693,0.837,7.47,1
2842,1430.39,3,8,0.141,1.066,2927,0.55,0.61,-0.051,0,0.181,0.228,0.168,17068.76,0
2843,4.36,161,63,0.804,0.225,119,0.16,0.3,0.062,0,0.724,0.712,0.954,2.75,1
2844,7.06,135,96,0.978,0.161,171,0.25,0.17,0.062,1,0.616,0.575,0.873,6.16,1
2845,751.96,14,3,0.284,4.716,3257,0.89,0.83,0.557,0,0.366,0.237,0.124,81951.78,0
2846,1016.82,39,0,0.246,4.142,2656,0.98,0.9,-0.752,0,0.372,0.01,0.017,61942.7,0
2847,3.23,199,91,0.996,0.014,4,0.29,0.13,-0.1,1,0.822,0.863,0.734,3.95,1
2848,1995.5,24,4,0.107,0.716,921,0.9,0.69,-0.902,0,0.268,0.244,0.16,7491.38,0
2849,437.58,31,11,0.274,4.103,454,0.96,0.87,0.018,0,0.097,0.103,0.216,4233.86,0
2850,29.7,165,84,0.789,0.081,118,0.2,0.17,0.051,1,0.685,0.501,0.944,7.1,1
2851,1863.28,11,18,0.384,4.983,440,0.53,0.64,0.407,1,0.371,0.156,0.125,79557.18,0
2852,1972.41,10,12,0.003,2.405,3242,0.87,0.87,-0.826,0,0.134,0.201,0.227,9660.1,0
2853,21.82,112,130,0.997,0.091,126,0.35,0.19,0.084,1,0.82,0.798,0.833,9.64,1
2854,268.63,12,9,0.081,4.78,1113,0.68,0.63,0.607,0,0.111,0.094,0.016,4324.51,0
2855,1399.19,19,5,0.131,3.489,3286,0.86,0.77,0.443,0,0.027,0.231,0.088,53270.05,0
2856,29.19,180,71,0.702,0.225,59,0.31,0.3,-0.092,1,0.894,0.527,0.69,1.54,1
2857,416.46,6,3,0.007,1.558,1922,0.67,0.84,-0.175,0,0.246,0.222,0.102,25910.19,0
2858,946.57,26,12,0.297,3.121,3352,0.93,0.55,-0.705,0,0.147,0.211,0.198,1797.0,0
2859,1930.21,15,9,0.243,3.537,2937,0.92,0.96,0.562,1,0.038,0.135,0.028,72312.42,0
2860,24.63,85,111,0.91,0.018,119,0.14,0.26,0.077,1,0.645,0.427,0.843,7.44,1
2861,9.55,179,138,0.995,0.264,148,0.12,0.22,0.086,1,0.627,0.897,0.879,2.46,1
2862,948.05,25,11,0.265,1.194,2523,0.76,0.63,0.351,0,0.193,0.17,0.274,5244.86,0
2863,332.45,19,18,0.25,1.365,1531,0.68,0.91,0.019,0,0.13,0.098,0.315,61457.72,0
2864,24.2,153,116,0.999,0.08,143,0.19,0.16,0.092,1,0.94,0.603,0.605,1.72,1
2865,710.35,15,5,0.035,3.076,3231,0.58,0.85,0.923,0,0.357,0.197,0.344,13439.15,0
2866,1192.25,21,7,0.319,4.964,538,0.63,0.96,0.315,0,0.057,0.082,0.238,65058.95,0
2867,2.12,158,63,0.724,0.233,168,0.37,0.21,0.09,1,0.782,0.747,0.933,4.79,1
2868,1852.43,21,0,0.045,2.926,1539,1.0,0.6,-0.739,0,0.341,0.194,0.139,84412.67,0
2869,14.57,96,112,0.978,0.263,10,0.33,0.13,0.038,1,0.873,0.566,0.8,6.81,1
2870,28.34,148,114,0.969,0.293,150,0.25,0.21,0.073,1,0.919,0.886,0.936,9.18,1
2871,18.04,183,134,0.962,0.094,128,0.38,0.18,0.015,1,0.73,0.758,0.654,3.62,1
2872,396.13,33,18,0.274,4.329,1694,0.57,0.65,-0.229,0,0.18,0.115,0.31,79355.41,0
2873,1038.96,28,2,0.062,4.462,549,0.83,0.56,0.014,0,0.337,0.054,0.089,74505.86,0
2874,917.49,20,12,0.053,3.826,1968,0.58,0.83,0.216,1,0.067,0.25,0.014,6390.37,0
2875,5.74,168,110,0.822,0.022,162,0.39,0.24,0.077,1,0.795,0.751,0.941,4.21,1
2876,1700.7,25,5,0.212,4.837,2461,0.63,0.62,0.654,0,0.219,0.188,0.298,2564.49,0
2877,426.63,2,0,0.1,4.342,1467,0.61,0.55,-0.588,1,0.343,0.268,0.366,6751.24,0
2878,1658.67,29,3,0.309,2.458,3443,0.97,0.88,-0.416,0,0.238,0.244,0.038,60607.79,0
2879,21.51,164,138,0.743,0.139,148,0.33,0.19,0.026,1,0.621,0.771,0.669,1.29,1
2880,1002.17,9,1,0.346,1.811,810,0.88,0.54,0.524,0,0.042,0.132,0.19,70523.68,0
2881,18.38,194,71,0.971,0.148,117,0.32,0.11,-0.098,1,0.653,0.732,0.686,4.9,1
2882,19.34,179,65,0.896,0.273,30,0.31,0.29,0.072,1,0.973,0.435,0.732,6.76,1
2883,1596.63,12,18,0.28,2.414,541,0.86,0.99,-0.636,0,0.352,0.168,0.351,37536.63,0
2884,9.43,161,145,0.839,0.227,48,0.22,0.13,0.002,1,0.688,0.76,0.853,1.9,1
2885,702.27,12,5,0.143,4.744,1646,0.63,0.61,0.109,0,0.101,0.1,0.288,63716.58,0
2886,819.39,37,2,0.345,2.58,3374,0.81,0.72,-0.172,0,0.139,0.158,0.031,5818.51,0
2887,586.07,9,17,0.351,0.71,527,0.55,0.72,-0.405,0,0.068,0.104,0.01,5642.44,0
2888,1.1,95,81,0.735,0.131,52,0.33,0.2,0.052,1,0.981,0.792,0.679,6.03,1
2889,539.27,35,14,0.17,2.251,3111,0.58,0.88,0.345,0,0.024,0.194,0.153,12674.62,0
2890,1805.82,27,0,0.053,3.734,3026,0.72,0.79,0.841,0,0.256,0.129,0.174,55945.41,0
2891,641.49,4,17,0.101,4.88,2367,0.63,0.71,0.051,0,0.124,0.229,0.239,39434.44,0
2892,18.69,119,70,0.92,0.048,8,0.22,0.22,0.027,1,0.805,0.607,0.628,4.93,1
2893,24.41,145,95,0.942,0.257,137,0.38,0.14,0.013,1,0.986,0.537,0.76,9.85,1
2894,972.83,28,0,0.118,1.71,686,0.83,0.66,-0.261,0,0.379,0.085,0.099,2328.55,0
2895,1263.75,5,8,0.009,1.352,2994,0.57,0.72,-0.423,1,0.166,0.02,0.164,27805.38,0
2896,648.16,30,13,0.363,3.863,533,0.79,0.58,-0.037,0,0.191,0.032,0.043,83301.34,0
2897,10.08,87,105,0.86,0.247,150,0.16,0.27,-0.079,0,0.78,0.478,0.895,9.28,1
2898,1628.06,39,16,0.161,2.017,1399,0.8,0.71,-0.869,0,0.176,0.239,0.034,17818.04,0
2899,1777.05,5,2,0.221,3.878,2403,0.82,0.92,-0.304,0,0.31,0.193,0.353,12563.88,0
2900,1265.22,18,10,0.344,3.803,3529,0.93,0.61,0.62,0,0.014,0.033,0.298,22687.2,0
2901,1336.22,39,8,0.272,3.263,2594,0.54,0.87,0.224,1,0.396,0.254,0.394,55960.51,0
2902,884.88,1,12,0.161,4.547,1106,0.94,0.95,0.393,1,0.299,0.043,0.382,16473.81,0
2903,1991.2,25,16,0.153,3.595,1798,0.97,0.53,-0.466,0,0.253,0.195,0.083,18718.13,0
2904,314.5,26,6,0.228,4.689,1669,0.99,0.5,-0.328,0,0.224,0.267,0.263,4169.29,0
2905,12.93,145,56,0.908,0.069,31,0.38,0.23,0.001,1,0.869,0.891,0.79,2.46,1
2906,1037.06,19,9,0.37,0.64,437,0.86,0.87,0.146,0,0.337,0.119,0.005,18453.04,0
2907,306.23,17,1,0.192,0.664,2701,0.93,0.97,-0.827,0,0.297,0.162,0.38,33661.8,0
2908,953.12,32,3,0.178,1.859,918,0.62,0.89,0.418,0,0.039,0.0,0.239,18309.15,0
2909,16.65,158,59,0.811,0.151,17,0.33,0.25,0.079,1,0.812,0.608,0.94,3.07,1
2910,1777.18,10,14,0.279,2.815,728,0.92,0.69,0.458,1,0.248,0.256,0.098,39960.8,0
2911,19.99,177,57,0.843,0.157,79,0.39,0.21,0.093,1,0.725,0.653,0.776,1.95,1
2912,259.37,4,16,0.033,2.805,862,0.75,0.91,-0.175,0,0.303,0.204,0.132,54515.64,0
2913,3.93,82,51,0.707,0.102,171,0.26,0.19,-0.017,1,0.747,0.83,0.724,5.78,1
2914,26.86,147,141,0.925,0.021,49,0.14,0.14,0.015,1,0.865,0.704,0.643,6.9,1
2915,7.78,120,149,0.949,0.289,171,0.15,0.1,-0.012,1,0.991,0.792,0.832,1.24,1
2916,1997.29,31,16,0.257,1.285,3080,0.72,0.5,0.336,0,0.199,0.245,0.096,74407.1,0
2917,19.97,143,108,0.871,0.138,126,0.29,0.3,-0.09,1,0.825,0.526,0.982,5.35,1
2918,9.79,87,142,0.77,0.048,39,0.21,0.17,-0.04,1,0.668,0.849,0.911,1.69,1
2919,1211.27,28,14,0.285,3.196,2620,0.65,0.81,-0.193,0,0.212,0.087,0.059,60492.47,0
2920,18.45,157,90,0.988,0.149,114,0.2,0.13,-0.005,0,0.794,0.86,0.808,6.55,1
2921,5.06,170,98,0.926,0.054,116,0.13,0.27,-0.081,0,0.788,0.766,0.783,1.46,1
2922,1817.79,6,2,0.042,2.696,2573,0.89,0.51,0.836,0,0.354,0.288,0.09,49993.94,0
2923,584.03,31,1,0.279,0.565,2027,0.76,0.66,-0.774,0,0.258,0.069,0.178,34984.03,0
2924,758.33,9,11,0.353,4.189,1685,0.8,0.53,-0.086,0,0.345,0.007,0.183,61002.3,0
2925,1443.94,13,14,0.036,4.401,1422,0.56,0.68,0.666,0,0.078,0.143,0.115,62368.21,0
2926,27.24,149,107,0.793,0.044,5,0.1,0.27,-0.094,1,0.619,0.533,0.799,4.78,1
2927,222.65,24,14,0.381,0.905,2152,0.57,0.54,-0.977,1,0.12,0.138,0.158,63127.65,0
2928,1818.32,16,6,0.087,0.761,1132,0.61,0.94,0.295,0,0.203,0.195,0.302,47925.58,0
2929,1200.97,15,5,0.323,1.702,2779,0.74,0.98,-0.059,0,0.063,0.125,0.085,30118.34,0
2930,9.76,144,55,0.928,0.221,41,0.14,0.14,0.048,0,0.689,0.612,0.629,2.91,1
2931,935.02,8,8,0.038,3.096,1417,0.9,0.83,0.668,0,0.064,0.093,0.132,8168.66,0
2932,642.2,12,4,0.001,1.897,2746,0.58,0.9,-0.159,0,0.375,0.289,0.205,40568.53,0
2933,10.07,89,148,0.77,0.251,173,0.19,0.15,-0.044,1,0.614,0.863,0.685,4.78,1
2934,18.75,146,65,0.995,0.192,72,0.12,0.21,-0.042,1,0.741,0.711,0.734,7.59,1
2935,1361.93,25,1,0.355,1.685,399,0.94,0.66,0.187,0,0.052,0.297,0.17,43718.6,0
2936,1161.63,38,5,0.354,2.232,381,0.51,0.7,-0.535,0,0.097,0.199,0.255,78828.37,0
2937,14.92,91,71,0.96,0.131,71,0.29,0.28,-0.074,1,0.648,0.604,0.73,6.27,1
2938,332.86,28,5,0.148,4.574,2318,0.84,0.53,-0.682,0,0.132,0.249,0.342,32433.35,0
2939,21.01,134,101,0.949,0.231,114,0.18,0.18,-0.029,0,0.787,0.897,0.72,7.63,1
2940,1281.08,4,17,0.361,0.886,1901,0.75,0.84,-0.821,1,0.016,0.257,0.011,13315.2,0
2941,12.05,119,114,0.855,0.038,114,0.38,0.1,-0.026,1,0.827,0.716,1.0,5.61,1
2942,29.98,188,121,0.77,0.109,118,0.24,0.29,-0.037,1,0.692,0.495,0.808,7.05,1
2943,27.65,92,54,0.803,0.274,160,0.27,0.24,0.071,1,0.796,0.681,0.766,1.65,1
2944,904.52,12,19,0.068,1.479,2281,0.85,0.89,0.139,0,0.162,0.029,0.381,75061.61,0
2945,14.71,165,61,0.861,0.214,144,0.39,0.15,0.055,1,0.657,0.829,0.724,6.93,1
2946,27.9,100,128,0.792,0.023,127,0.27,0.25,0.073,1,0.926,0.556,0.691,4.88,1
2947,661.74,25,18,0.2,3.201,786,0.5,0.95,-0.021,0,0.158,0.255,0.371,10095.73,0
2948,1425.82,2,16,0.128,2.225,2163,0.56,0.87,-0.308,0,0.373,0.261,0.295,16751.85,0
2949,964.22,7,6,0.215,1.418,379,0.87,0.72,-0.893,0,0.171,0.221,0.053,24839.72,0
2950,16.07,113,67,0.867,0.174,82,0.31,0.13,-0.021,0,0.773,0.789,0.822,6.83,1
2951,17.12,116,52,0.759,0.058,76,0.24,0.23,0.059,1,0.977,0.599,0.683,5.96,1
2952,1412.48,17,6,0.172,3.546,1267,0.54,0.69,0.732,0,0.049,0.104,0.008,77144.63,0
2953,1025.62,28,10,0.127,1.759,1152,0.81,0.53,0.615,0,0.253,0.135,0.309,71388.93,0
2954,15.71,194,75,0.789,0.091,137,0.13,0.11,-0.079,1,0.818,0.517,0.855,8.38,1
2955,615.73,2,16,0.063,4.167,2807,0.53,0.96,-0.824,0,0.349,0.126,0.32,69461.48,0
2956,19.85,121,136,0.92,0.221,138,0.25,0.24,0.096,1,0.667,0.571,0.666,3.56,1
2957,6.35,198,106,0.757,0.012,137,0.2,0.21,0.084,1,0.882,0.579,0.901,6.58,1
2958,1900.56,6,1,0.394,4.443,277,0.86,0.63,-0.101,1,0.302,0.05,0.355,50915.69,0
2959,28.52,189,61,0.864,0.286,143,0.13,0.22,-0.042,0,0.818,0.666,0.63,7.28,1
2960,1719.7,19,16,0.275,1.055,2986,0.87,0.81,-0.047,0,0.083,0.245,0.192,83190.99,0
2961,586.32,29,0,0.171,4.128,712,0.85,0.74,0.164,0,0.081,0.213,0.049,15254.46,0
2962,658.47,13,8,0.376,1.824,2604,0.93,0.64,-0.824,0,0.347,0.252,0.132,2724.91,0
